Using device: cuda
Episode 0, Total Reward: 2.0, Total Frames: 23, epsilon 0.9999769999999993
Episode 15711, Total Reward: 0.0, Total Frames: 103546, epsilon 0.8964539999970225
Episode 15712, Total Reward: 1.0, Total Frames: 103559, epsilon 0.8964409999970221
Episode 15713, Total Reward: 0.0, Total Frames: 103561, epsilon 0.896438999997022
Episode 15714, Total Reward: 0.0, Total Frames: 103563, epsilon 0.896436999997022
Episode 15715, Total Reward: 0.0, Total Frames: 103565, epsilon 0.8964349999970219
Episode 15716, Total Reward: 0.0, Total Frames: 103567, epsilon 0.8964329999970219
Episode 15717, Total Reward: 0.0, Total Frames: 103569, epsilon 0.8964309999970218
Episode 15718, Total Reward: 0.0, Total Frames: 103571, epsilon 0.8964289999970217
Episode 15719, Total Reward: 2.0, Total Frames: 103589, epsilon 0.8964109999970212
Episode 15720, Total Reward: 0.0, Total Frames: 103591, epsilon 0.8964089999970212
Episode 15721, Total Reward: 0.0, Total Frames: 103593, epsilon 0.8964069999970211
Episode 15722, Total Reward: 0.0, Total Frames: 103595, epsilon 0.8964049999970211
Episode 15723, Total Reward: 1.0, Total Frames: 103606, epsilon 0.8963939999970207
Episode 15724, Total Reward: 0.0, Total Frames: 103608, epsilon 0.8963919999970207
Episode 15725, Total Reward: 0.0, Total Frames: 103610, epsilon 0.8963899999970206
Episode 15726, Total Reward: 2.0, Total Frames: 103628, epsilon 0.8963719999970201
Episode 15727, Total Reward: 0.0, Total Frames: 103630, epsilon 0.89636999999702
Episode 15728, Total Reward: 0.0, Total Frames: 103632, epsilon 0.89636799999702
Episode 15729, Total Reward: 0.0, Total Frames: 103634, epsilon 0.8963659999970199
Episode 15730, Total Reward: 0.0, Total Frames: 103636, epsilon 0.8963639999970199
Episode 15731, Total Reward: 0.0, Total Frames: 103638, epsilon 0.8963619999970198
Episode 15732, Total Reward: 1.0, Total Frames: 103649, epsilon 0.8963509999970195
Episode 15733, Total Reward: 1.0, Total Frames: 103663, epsilon 0.8963369999970191
Episode 15734, Total Reward: 0.0, Total Frames: 103665, epsilon 0.896334999997019
Episode 15735, Total Reward: 0.0, Total Frames: 103667, epsilon 0.896332999997019
Episode 15736, Total Reward: 0.0, Total Frames: 103669, epsilon 0.8963309999970189
Episode 15737, Total Reward: 0.0, Total Frames: 103671, epsilon 0.8963289999970189
Episode 15738, Total Reward: 0.0, Total Frames: 103673, epsilon 0.8963269999970188
Episode 15739, Total Reward: 0.0, Total Frames: 103675, epsilon 0.8963249999970188
Episode 15740, Total Reward: 2.0, Total Frames: 103695, epsilon 0.8963049999970182
Episode 15741, Total Reward: 1.0, Total Frames: 103710, epsilon 0.8962899999970178
Episode 15742, Total Reward: 0.0, Total Frames: 103729, epsilon 0.8962709999970172
Episode 15743, Total Reward: 0.0, Total Frames: 103731, epsilon 0.8962689999970171
Episode 15744, Total Reward: 0.0, Total Frames: 103733, epsilon 0.8962669999970171
Episode 15745, Total Reward: 2.0, Total Frames: 103751, epsilon 0.8962489999970166
Episode 15746, Total Reward: 0.0, Total Frames: 103753, epsilon 0.8962469999970165
Episode 15747, Total Reward: 0.0, Total Frames: 103755, epsilon 0.8962449999970165
Episode 15748, Total Reward: 0.0, Total Frames: 103757, epsilon 0.8962429999970164
Episode 15749, Total Reward: 0.0, Total Frames: 103759, epsilon 0.8962409999970163
Episode 15750, Total Reward: 1.0, Total Frames: 103772, epsilon 0.896227999997016
Episode 15751, Total Reward: 0.0, Total Frames: 103774, epsilon 0.8962259999970159
Episode 15752, Total Reward: 0.0, Total Frames: 103776, epsilon 0.8962239999970159
Episode 15753, Total Reward: 1.0, Total Frames: 103788, epsilon 0.8962119999970155
Episode 15754, Total Reward: 0.0, Total Frames: 103790, epsilon 0.8962099999970154
Episode 15755, Total Reward: 0.0, Total Frames: 103792, epsilon 0.8962079999970154
Episode 15756, Total Reward: 3.0, Total Frames: 103823, epsilon 0.8961769999970145
Episode 15757, Total Reward: 0.0, Total Frames: 103825, epsilon 0.8961749999970144
Episode 15758, Total Reward: 0.0, Total Frames: 103827, epsilon 0.8961729999970144
Episode 15759, Total Reward: 0.0, Total Frames: 103829, epsilon 0.8961709999970143
Episode 15760, Total Reward: 0.0, Total Frames: 103831, epsilon 0.8961689999970143
Episode 15761, Total Reward: 0.0, Total Frames: 103833, epsilon 0.8961669999970142
Episode 15762, Total Reward: 0.0, Total Frames: 103835, epsilon 0.8961649999970142
Episode 15763, Total Reward: 0.0, Total Frames: 103837, epsilon 0.8961629999970141
Episode 15764, Total Reward: 1.0, Total Frames: 103850, epsilon 0.8961499999970137
Episode 15765, Total Reward: 0.0, Total Frames: 103852, epsilon 0.8961479999970137
Episode 15766, Total Reward: 0.0, Total Frames: 103854, epsilon 0.8961459999970136
Episode 15767, Total Reward: 1.0, Total Frames: 103868, epsilon 0.8961319999970132
Episode 15768, Total Reward: 0.0, Total Frames: 103870, epsilon 0.8961299999970131
Episode 15769, Total Reward: 0.0, Total Frames: 103872, epsilon 0.8961279999970131
Episode 15770, Total Reward: 0.0, Total Frames: 103874, epsilon 0.896125999997013
Episode 15771, Total Reward: 0.0, Total Frames: 103876, epsilon 0.896123999997013
Episode 15772, Total Reward: 2.0, Total Frames: 103894, epsilon 0.8961059999970125
Episode 15773, Total Reward: 0.0, Total Frames: 103896, epsilon 0.8961039999970124
Episode 15774, Total Reward: 0.0, Total Frames: 103898, epsilon 0.8961019999970123
Episode 15775, Total Reward: 1.0, Total Frames: 103909, epsilon 0.896090999997012
Episode 15776, Total Reward: 0.0, Total Frames: 103911, epsilon 0.896088999997012
Episode 15777, Total Reward: 0.0, Total Frames: 103913, epsilon 0.8960869999970119
Episode 15778, Total Reward: 0.0, Total Frames: 103915, epsilon 0.8960849999970119
Episode 15779, Total Reward: 0.0, Total Frames: 103917, epsilon 0.8960829999970118
Episode 15780, Total Reward: 0.0, Total Frames: 103919, epsilon 0.8960809999970117
Episode 15781, Total Reward: 0.0, Total Frames: 103921, epsilon 0.8960789999970117
Episode 15782, Total Reward: 0.0, Total Frames: 103923, epsilon 0.8960769999970116
Episode 15783, Total Reward: 0.0, Total Frames: 103925, epsilon 0.8960749999970116
Episode 15784, Total Reward: 0.0, Total Frames: 103927, epsilon 0.8960729999970115
Episode 15785, Total Reward: 0.0, Total Frames: 103929, epsilon 0.8960709999970115
Episode 15786, Total Reward: 0.0, Total Frames: 103931, epsilon 0.8960689999970114
Episode 15787, Total Reward: 0.0, Total Frames: 103945, epsilon 0.896054999997011
Episode 15788, Total Reward: 0.0, Total Frames: 103947, epsilon 0.8960529999970109
Episode 15789, Total Reward: 2.0, Total Frames: 103967, epsilon 0.8960329999970104
Episode 15790, Total Reward: 1.0, Total Frames: 103987, epsilon 0.8960129999970098
Episode 15791, Total Reward: 0.0, Total Frames: 103989, epsilon 0.8960109999970097
Episode 15792, Total Reward: 0.0, Total Frames: 103991, epsilon 0.8960089999970097
Episode 15793, Total Reward: 0.0, Total Frames: 103993, epsilon 0.8960069999970096
Episode 15794, Total Reward: 0.0, Total Frames: 103995, epsilon 0.8960049999970096
Episode 15795, Total Reward: 1.0, Total Frames: 104011, epsilon 0.8959889999970091
Episode 15796, Total Reward: 0.0, Total Frames: 104013, epsilon 0.895986999997009
Episode 15797, Total Reward: 0.0, Total Frames: 104015, epsilon 0.895984999997009
Episode 15798, Total Reward: 0.0, Total Frames: 104017, epsilon 0.8959829999970089
Episode 15799, Total Reward: 2.0, Total Frames: 104035, epsilon 0.8959649999970084
Episode 15800, Total Reward: 0.0, Total Frames: 104037, epsilon 0.8959629999970083
Episode 15801, Total Reward: 0.0, Total Frames: 104039, epsilon 0.8959609999970083
Episode 15802, Total Reward: 0.0, Total Frames: 104041, epsilon 0.8959589999970082
Episode 15803, Total Reward: 0.0, Total Frames: 104043, epsilon 0.8959569999970082
Episode 15804, Total Reward: 0.0, Total Frames: 104045, epsilon 0.8959549999970081
Episode 15805, Total Reward: 0.0, Total Frames: 104047, epsilon 0.8959529999970081
Episode 15806, Total Reward: 0.0, Total Frames: 104049, epsilon 0.895950999997008
Episode 15807, Total Reward: 1.0, Total Frames: 104060, epsilon 0.8959399999970077
Episode 15808, Total Reward: 0.0, Total Frames: 104062, epsilon 0.8959379999970076
Episode 15809, Total Reward: 0.0, Total Frames: 104064, epsilon 0.8959359999970076
Episode 15810, Total Reward: 1.0, Total Frames: 104078, epsilon 0.8959219999970072
Episode 15811, Total Reward: 0.0, Total Frames: 104080, epsilon 0.8959199999970071
Episode 15812, Total Reward: 1.0, Total Frames: 104091, epsilon 0.8959089999970068
Episode 15813, Total Reward: 2.0, Total Frames: 104117, epsilon 0.895882999997006
Episode 15814, Total Reward: 0.0, Total Frames: 104119, epsilon 0.895880999997006
Episode 15815, Total Reward: 0.0, Total Frames: 104121, epsilon 0.8958789999970059
Episode 15816, Total Reward: 0.0, Total Frames: 104123, epsilon 0.8958769999970059
Episode 15817, Total Reward: 0.0, Total Frames: 104125, epsilon 0.8958749999970058
Episode 15818, Total Reward: 1.0, Total Frames: 104136, epsilon 0.8958639999970055
Episode 15819, Total Reward: 0.0, Total Frames: 104138, epsilon 0.8958619999970054
Episode 15820, Total Reward: 0.0, Total Frames: 104140, epsilon 0.8958599999970054
Episode 15821, Total Reward: 0.0, Total Frames: 104142, epsilon 0.8958579999970053
Episode 15822, Total Reward: 1.0, Total Frames: 104155, epsilon 0.895844999997005
Episode 15823, Total Reward: 0.0, Total Frames: 104157, epsilon 0.8958429999970049
Episode 15824, Total Reward: 0.0, Total Frames: 104159, epsilon 0.8958409999970048
Episode 15825, Total Reward: 0.0, Total Frames: 104166, epsilon 0.8958339999970046
Episode 15826, Total Reward: 0.0, Total Frames: 104168, epsilon 0.8958319999970046
Episode 15827, Total Reward: 0.0, Total Frames: 104170, epsilon 0.8958299999970045
Episode 15828, Total Reward: 2.0, Total Frames: 104188, epsilon 0.895811999997004
Episode 15829, Total Reward: 0.0, Total Frames: 104190, epsilon 0.895809999997004
Episode 15830, Total Reward: 0.0, Total Frames: 104192, epsilon 0.8958079999970039
Episode 15831, Total Reward: 0.0, Total Frames: 104194, epsilon 0.8958059999970038
Episode 15832, Total Reward: 0.0, Total Frames: 104196, epsilon 0.8958039999970038
Episode 15833, Total Reward: 2.0, Total Frames: 104214, epsilon 0.8957859999970033
Episode 15834, Total Reward: 1.0, Total Frames: 104228, epsilon 0.8957719999970029
Episode 15835, Total Reward: 0.0, Total Frames: 104230, epsilon 0.8957699999970028
Episode 15836, Total Reward: 1.0, Total Frames: 104241, epsilon 0.8957589999970025
Episode 15837, Total Reward: 0.0, Total Frames: 104250, epsilon 0.8957499999970022
Episode 15838, Total Reward: 1.0, Total Frames: 104262, epsilon 0.8957379999970019
Episode 15839, Total Reward: 1.0, Total Frames: 104275, epsilon 0.8957249999970015
Episode 15840, Total Reward: 0.0, Total Frames: 104277, epsilon 0.8957229999970014
Episode 15841, Total Reward: 0.0, Total Frames: 104279, epsilon 0.8957209999970014
Episode 15842, Total Reward: 0.0, Total Frames: 104281, epsilon 0.8957189999970013
Episode 15843, Total Reward: 0.0, Total Frames: 104291, epsilon 0.895708999997001
Episode 15844, Total Reward: 1.0, Total Frames: 104304, epsilon 0.8956959999970007
Episode 15845, Total Reward: 1.0, Total Frames: 104319, epsilon 0.8956809999970002
Episode 15846, Total Reward: 0.0, Total Frames: 104341, epsilon 0.8956589999969996
Episode 15847, Total Reward: 0.0, Total Frames: 104343, epsilon 0.8956569999969995
Episode 15848, Total Reward: 0.0, Total Frames: 104345, epsilon 0.8956549999969995
Episode 15849, Total Reward: 0.0, Total Frames: 104347, epsilon 0.8956529999969994
Episode 15850, Total Reward: 0.0, Total Frames: 104349, epsilon 0.8956509999969994
Episode 15851, Total Reward: 2.0, Total Frames: 104369, epsilon 0.8956309999969988
Episode 15852, Total Reward: 0.0, Total Frames: 104371, epsilon 0.8956289999969987
Episode 15853, Total Reward: 0.0, Total Frames: 104373, epsilon 0.8956269999969987
Episode 15854, Total Reward: 0.0, Total Frames: 104375, epsilon 0.8956249999969986
Episode 15855, Total Reward: 0.0, Total Frames: 104377, epsilon 0.8956229999969986
Episode 15856, Total Reward: 0.0, Total Frames: 104379, epsilon 0.8956209999969985
Episode 15857, Total Reward: 0.0, Total Frames: 104381, epsilon 0.8956189999969985
Episode 15858, Total Reward: 0.0, Total Frames: 104383, epsilon 0.8956169999969984
Episode 15859, Total Reward: 0.0, Total Frames: 104385, epsilon 0.8956149999969983
Episode 15860, Total Reward: 2.0, Total Frames: 104403, epsilon 0.8955969999969978
Episode 15861, Total Reward: 0.0, Total Frames: 104405, epsilon 0.8955949999969978
Episode 15862, Total Reward: 0.0, Total Frames: 104407, epsilon 0.8955929999969977
Episode 15863, Total Reward: 1.0, Total Frames: 104418, epsilon 0.8955819999969974
Episode 15864, Total Reward: 1.0, Total Frames: 104433, epsilon 0.895566999996997
Episode 15865, Total Reward: 0.0, Total Frames: 104435, epsilon 0.8955649999969969
Episode 15866, Total Reward: 2.0, Total Frames: 104457, epsilon 0.8955429999969963
Episode 15867, Total Reward: 2.0, Total Frames: 104477, epsilon 0.8955229999969957
Episode 15868, Total Reward: 0.0, Total Frames: 104479, epsilon 0.8955209999969956
Episode 15869, Total Reward: 0.0, Total Frames: 104481, epsilon 0.8955189999969956
Episode 15870, Total Reward: 0.0, Total Frames: 104483, epsilon 0.8955169999969955
Episode 15871, Total Reward: 2.0, Total Frames: 104503, epsilon 0.895496999996995
Episode 15872, Total Reward: 0.0, Total Frames: 104505, epsilon 0.8954949999969949
Episode 15873, Total Reward: 0.0, Total Frames: 104507, epsilon 0.8954929999969948
Episode 15874, Total Reward: 0.0, Total Frames: 104509, epsilon 0.8954909999969948
Episode 15875, Total Reward: 0.0, Total Frames: 104511, epsilon 0.8954889999969947
Episode 15876, Total Reward: 0.0, Total Frames: 104513, epsilon 0.8954869999969947
Episode 15877, Total Reward: 0.0, Total Frames: 104515, epsilon 0.8954849999969946
Episode 15878, Total Reward: 1.0, Total Frames: 104526, epsilon 0.8954739999969943
Episode 15879, Total Reward: 1.0, Total Frames: 104547, epsilon 0.8954529999969937
Episode 15880, Total Reward: 1.0, Total Frames: 104560, epsilon 0.8954399999969933
Episode 15881, Total Reward: 0.0, Total Frames: 104562, epsilon 0.8954379999969933
Episode 15882, Total Reward: 0.0, Total Frames: 104564, epsilon 0.8954359999969932
Episode 15883, Total Reward: 1.0, Total Frames: 104578, epsilon 0.8954219999969928
Episode 15884, Total Reward: 1.0, Total Frames: 104592, epsilon 0.8954079999969924
Episode 15885, Total Reward: 0.0, Total Frames: 104594, epsilon 0.8954059999969923
Episode 15886, Total Reward: 1.0, Total Frames: 104605, epsilon 0.895394999996992
Episode 15887, Total Reward: 0.0, Total Frames: 104614, epsilon 0.8953859999969918
Episode 15888, Total Reward: 0.0, Total Frames: 104616, epsilon 0.8953839999969917
Episode 15889, Total Reward: 0.0, Total Frames: 104618, epsilon 0.8953819999969916
Episode 15890, Total Reward: 0.0, Total Frames: 104620, epsilon 0.8953799999969916
Episode 15891, Total Reward: 2.0, Total Frames: 104638, epsilon 0.8953619999969911
Episode 15892, Total Reward: 0.0, Total Frames: 104640, epsilon 0.895359999996991
Episode 15893, Total Reward: 0.0, Total Frames: 104642, epsilon 0.895357999996991
Episode 15894, Total Reward: 0.0, Total Frames: 104644, epsilon 0.8953559999969909
Episode 15895, Total Reward: 0.0, Total Frames: 104646, epsilon 0.8953539999969908
Episode 15896, Total Reward: 0.0, Total Frames: 104648, epsilon 0.8953519999969908
Episode 15897, Total Reward: 0.0, Total Frames: 104650, epsilon 0.8953499999969907
Episode 15898, Total Reward: 0.0, Total Frames: 104652, epsilon 0.8953479999969907
Episode 15899, Total Reward: 0.0, Total Frames: 104654, epsilon 0.8953459999969906
Episode 15900, Total Reward: 1.0, Total Frames: 104667, epsilon 0.8953329999969902
Episode 15901, Total Reward: 0.0, Total Frames: 104681, epsilon 0.8953189999969898
Episode 15902, Total Reward: 1.0, Total Frames: 104693, epsilon 0.8953069999969895
Episode 15903, Total Reward: 0.0, Total Frames: 104695, epsilon 0.8953049999969894
Episode 15904, Total Reward: 0.0, Total Frames: 104697, epsilon 0.8953029999969894
Episode 15905, Total Reward: 0.0, Total Frames: 104699, epsilon 0.8953009999969893
Episode 15906, Total Reward: 0.0, Total Frames: 104701, epsilon 0.8952989999969893
Episode 15907, Total Reward: 2.0, Total Frames: 104721, epsilon 0.8952789999969887
Episode 15908, Total Reward: 0.0, Total Frames: 104723, epsilon 0.8952769999969886
Episode 15909, Total Reward: 1.0, Total Frames: 104734, epsilon 0.8952659999969883
Episode 15910, Total Reward: 0.0, Total Frames: 104736, epsilon 0.8952639999969882
Episode 15911, Total Reward: 1.0, Total Frames: 104750, epsilon 0.8952499999969878
Episode 15912, Total Reward: 1.0, Total Frames: 104764, epsilon 0.8952359999969874
Episode 15913, Total Reward: 0.0, Total Frames: 104766, epsilon 0.8952339999969874
Episode 15914, Total Reward: 0.0, Total Frames: 104768, epsilon 0.8952319999969873
Episode 15915, Total Reward: 2.0, Total Frames: 104792, epsilon 0.8952079999969866
Episode 15916, Total Reward: 0.0, Total Frames: 104794, epsilon 0.8952059999969866
Episode 15917, Total Reward: 0.0, Total Frames: 104796, epsilon 0.8952039999969865
Episode 15918, Total Reward: 1.0, Total Frames: 104809, epsilon 0.8951909999969861
Episode 15919, Total Reward: 0.0, Total Frames: 104811, epsilon 0.8951889999969861
Episode 15920, Total Reward: 1.0, Total Frames: 104825, epsilon 0.8951749999969857
Episode 15921, Total Reward: 1.0, Total Frames: 104839, epsilon 0.8951609999969853
